global_active_power,global_reactive_power,voltage,global_intensity,sub_metering_1,sub_metering_2,sub_metering_3,date_time
2.056,0.176,241.31,8.6,0.0,0.0,19.0,2009-10-11 14:15:00
0.23,0.106,241.83,1.0,0.0,1.0,0.0,2010-06-26 00:23:00
1.734,0.106,240.84,7.2,0.0,2.0,18.0,2006-12-18 13:27:00
1.322,0.102,237.41,5.6,0.0,0.0,18.0,2007-04-17 09:27:00
1.382,0.0,237.94,5.8,0.0,0.0,0.0,2008-08-11 21:33:00
0.402,0.094,241.21,2.0,0.0,0.0,0.0,2008-06-28 19:48:00
0.456,0.328,245.63,2.2,0.0,0.0,1.0,2010-03-30 02:47:00
1.13,0.336,240.3,4.8,0.0,1.0,13.0,2009-07-18 14:26:00
0.224,0.0,242.93,1.0,0.0,0.0,0.0,2007-12-13 03:25:00
1.232,0.098,232.84,5.2,0.0,0.0,17.0,2007-08-14 13:18:00
0.606,0.0,235.68,2.6,0.0,0.0,1.0,2008-02-06 21:59:00
1.314,0.0,238.62,5.4,0.0,0.0,17.0,2007-01-10 00:05:00
0.114,0.0,235.19,0.6,0.0,0.0,0.0,2007-05-05 01:30:00
0.352,0.136,235.14,1.6,0.0,0.0,0.0,2007-03-06 07:23:00
3.202,0.172,238.7,13.4,0.0,1.0,18.0,2010-08-02 12:45:00
0.97,0.098,241.29,4.0,0.0,1.0,1.0,2009-07-10 18:41:00
1.34,0.106,236.85,5.6,1.0,1.0,18.0,2008-03-06 08:40:00
0.304,0.078,240.27,1.4,0.0,0.0,0.0,2007-02-25 17:52:00
0.182,0.088,239.97,0.8,0.0,1.0,0.0,2007-09-24 06:04:00
0.312,0.164,241.91,1.4,0.0,1.0,0.0,2006-12-28 10:25:00
4.202,0.234,232.9,18.0,0.0,35.0,16.0,2007-04-11 22:09:00
0.338,0.0,237.55,1.6,0.0,0.0,1.0,2008-07-21 07:35:00
1.356,0.244,241.19,5.8,0.0,0.0,1.0,2008-09-10 22:36:00
0.31,0.216,242.72,1.6,0.0,1.0,1.0,2010-06-29 05:39:00
1.636,0.19,239.19,6.8,0.0,0.0,18.0,2008-01-04 12:05:00
0.392,0.214,239.39,1.8,0.0,0.0,0.0,2007-12-04 18:56:00
1.18,0.0,243.56,4.8,0.0,0.0,0.0,2010-05-09 22:24:00
0.238,0.0,243.37,1.0,0.0,0.0,0.0,2009-05-14 01:50:00
0.178,0.048,235.94,0.8,0.0,0.0,0.0,2007-06-06 05:14:00
0.334,0.068,239.74,1.4,0.0,1.0,0.0,2010-10-11 20:32:00
0.738,0.0,237.46,3.2,0.0,0.0,0.0,2007-05-29 12:53:00
3.278,0.0,236.67,13.8,38.0,0.0,1.0,2009-09-23 20:46:00
2.34,0.0,242.24,9.6,0.0,0.0,18.0,2007-12-24 08:27:00
1.982,0.236,237.77,8.4,0.0,0.0,30.0,2009-09-09 09:13:00
1.392,0.07,244.87,5.6,0.0,0.0,0.0,2008-05-12 23:03:00
1.052,0.48,241.56,4.8,0.0,1.0,11.0,2009-06-17 17:54:00
1.928,0.08,238.88,8.0,0.0,0.0,0.0,2007-01-10 20:03:00
1.542,0.088,239.59,6.4,0.0,1.0,17.0,2008-04-04 07:33:00
1.314,0.0,239.88,5.4,0.0,0.0,17.0,2007-08-30 13:03:00
0.378,0.176,239.25,1.6,0.0,0.0,0.0,2007-05-30 23:44:00
0.082,0.0,241.09,0.2,0.0,0.0,1.0,2008-08-20 20:34:00
1.606,0.25,238.0,6.8,0.0,2.0,18.0,2010-04-17 09:07:00
1.614,0.076,236.62,6.8,0.0,0.0,18.0,2008-06-13 08:41:00
0.37,0.106,241.68,1.6,0.0,0.0,1.0,2010-07-18 01:05:00
0.278,0.204,239.85,1.4,0.0,0.0,0.0,2007-06-21 01:46:00
4.104,0.056,237.04,17.2,38.0,0.0,17.0,2007-11-13 08:01:00
0.082,0.0,242.06,0.2,0.0,0.0,1.0,2008-08-13 07:31:00
2.404,0.24,237.83,11.0,13.0,0.0,18.0,2010-03-10 10:34:00
0.268,0.276,241.45,1.6,0.0,1.0,1.0,2008-08-18 07:44:00
1.358,0.056,240.39,5.6,0.0,0.0,18.0,2008-07-02 08:20:00
0.334,0.0,243.5,1.6,0.0,0.0,0.0,2008-01-21 16:26:00
0.242,0.0,239.09,1.0,0.0,0.0,1.0,2010-06-02 01:50:00
0.31,0.102,238.25,1.4,0.0,0.0,0.0,2007-10-16 11:19:00
0.476,0.0,248.86,1.8,0.0,0.0,1.0,2010-10-01 23:13:00
0.152,0.0,241.31,0.6,0.0,0.0,0.0,2007-07-15 02:49:00
1.888,0.198,241.44,7.8,1.0,0.0,19.0,2009-10-25 02:06:00
0.254,0.0,245.01,1.2,0.0,0.0,0.0,2007-03-28 03:58:00
0.41,0.31,243.54,2.0,0.0,2.0,0.0,2006-12-28 10:42:00
0.62,0.264,244.39,2.8,0.0,1.0,1.0,2009-04-14 23:14:00
2.456,0.504,238.76,10.4,0.0,1.0,17.0,2007-12-01 21:03:00
2.02,0.07,238.7,8.6,0.0,0.0,17.0,2007-08-11 08:02:00
0.612,0.18,241.87,2.8,0.0,0.0,0.0,2008-01-11 07:16:00
1.478,0.184,237.18,6.2,0.0,1.0,17.0,2007-10-18 12:59:00
1.424,0.046,240.65,5.8,0.0,2.0,18.0,2008-11-24 12:54:00
0.354,0.102,241.59,1.4,0.0,0.0,0.0,2009-11-04 04:01:00
0.316,0.0,240.39,1.2,0.0,0.0,0.0,2008-04-07 10:27:00
0.24,0.0,248.4,1.0,0.0,0.0,0.0,2009-01-14 03:20:00
0.436,0.236,241.24,2.0,0.0,1.0,0.0,2007-03-18 16:11:00
1.282,0.078,238.66,5.4,0.0,0.0,17.0,2007-04-19 13:09:00
1.498,0.102,240.45,6.2,0.0,0.0,19.0,2008-05-30 13:04:00
0.246,0.0,243.77,1.0,0.0,0.0,1.0,2010-03-20 03:15:00
1.192,0.176,243.27,4.8,0.0,1.0,1.0,2010-01-26 17:40:00
1.948,0.278,240.45,8.2,0.0,2.0,18.0,2009-10-17 15:26:00
2.836,0.206,241.07,11.8,1.0,0.0,19.0,2009-08-31 21:22:00
1.748,0.116,238.24,7.4,0.0,0.0,17.0,2008-11-22 12:54:00
1.828,0.048,240.36,7.6,0.0,0.0,1.0,2010-03-19 21:48:00
2.054,0.25,237.77,8.6,0.0,0.0,13.0,2009-08-20 21:55:00
0.362,0.09,239.23,1.6,0.0,0.0,0.0,2007-04-19 05:14:00
0.268,0.0,247.96,1.2,0.0,0.0,0.0,2007-12-20 03:32:00
2.362,0.094,237.5,9.8,0.0,0.0,17.0,2007-11-14 17:48:00
0.106,0.0,239.64,0.4,0.0,0.0,0.0,2007-08-17 04:46:00
0.138,0.0,243.03,0.6,0.0,0.0,0.0,2009-06-22 03:57:00
0.302,0.26,242.89,1.6,0.0,1.0,0.0,2009-07-13 12:35:00
0.258,0.0,242.45,1.0,0.0,0.0,1.0,2010-05-03 18:27:00
0.302,0.064,241.5,1.2,0.0,0.0,0.0,2009-02-21 20:49:00
0.224,0.0,245.77,1.0,0.0,0.0,0.0,2007-12-16 07:24:00
0.386,0.0,239.39,1.6,0.0,0.0,1.0,2010-06-10 11:15:00
0.324,0.09,243.27,1.4,0.0,2.0,1.0,2010-04-27 15:45:00
0.722,0.144,244.91,3.2,0.0,0.0,1.0,2009-08-27 23:09:00
0.628,0.0,243.78,3.2,0.0,0.0,8.0,2010-07-03 11:42:00
1.546,0.178,234.21,6.6,0.0,1.0,17.0,2007-11-06 08:44:00
0.258,0.212,237.07,1.4,0.0,0.0,0.0,2007-12-08 20:28:00
0.124,0.0,237.28,0.6,0.0,0.0,0.0,2007-05-07 11:07:00
0.372,0.158,238.65,1.8,0.0,0.0,0.0,2007-09-04 14:45:00
0.52,0.062,244.1,2.2,0.0,0.0,0.0,2009-01-31 06:52:00
0.26,0.122,241.59,1.2,0.0,0.0,1.0,2010-09-08 15:05:00
1.008,0.266,241.85,4.2,0.0,0.0,0.0,2008-11-30 12:41:00
1.418,0.214,233.57,6.0,0.0,0.0,16.0,2007-08-13 08:50:00
0.43,0.204,239.93,2.0,0.0,2.0,1.0,2010-01-05 20:59:00
0.23,0.134,242.58,1.0,0.0,1.0,1.0,2009-08-13 04:15:00
0.584,0.102,244.43,2.8,0.0,0.0,0.0,2009-02-03 14:58:00
0.308,0.108,243.26,1.2,0.0,1.0,0.0,2007-09-21 23:23:00
0.438,0.09,240.9,1.8,1.0,0.0,1.0,2008-04-10 06:40:00
0.238,0.0,248.22,1.0,0.0,0.0,0.0,2008-02-20 02:03:00
1.57,0.142,239.02,6.6,1.0,0.0,19.0,2009-12-04 20:09:00
0.342,0.0,237.75,1.8,0.0,0.0,0.0,2008-07-30 17:14:00
2.226,0.0,239.3,9.2,0.0,0.0,0.0,2009-01-18 17:40:00
0.304,0.246,240.75,1.6,0.0,0.0,1.0,2008-09-07 15:21:00
0.204,0.0,239.08,1.0,0.0,0.0,0.0,2010-06-17 02:55:00
0.426,0.094,236.94,2.0,0.0,0.0,0.0,2007-09-13 13:33:00
0.524,0.11,243.3,2.4,0.0,0.0,0.0,2008-07-10 02:13:00
4.338,0.078,237.99,18.2,0.0,35.0,18.0,2007-01-17 17:26:00
1.288,0.0,241.39,5.2,0.0,0.0,18.0,2009-02-24 18:36:00
1.384,0.13,239.81,5.8,0.0,0.0,18.0,2007-08-01 01:47:00
1.422,0.062,240.11,5.8,0.0,0.0,18.0,2009-07-04 08:40:00
1.506,0.178,236.86,6.4,0.0,3.0,18.0,2008-09-23 10:05:00
6.23,0.366,231.32,26.8,36.0,0.0,16.0,2007-01-13 21:21:00
1.396,0.222,239.22,5.8,0.0,0.0,18.0,2007-06-19 06:50:00
0.302,0.116,242.72,1.2,0.0,0.0,0.0,2007-10-28 08:29:00
4.082,0.46,238.13,18.2,2.0,0.0,18.0,2009-01-31 17:25:00
3.564,0.086,236.65,15.0,38.0,0.0,17.0,2007-09-01 09:35:00
1.24,0.112,238.08,5.2,0.0,0.0,0.0,2007-05-13 06:01:00
0.322,0.086,243.8,1.4,0.0,0.0,0.0,2009-12-25 03:50:00
0.828,0.178,236.57,3.6,0.0,0.0,1.0,2008-10-10 19:45:00
1.902,0.172,243.04,7.8,0.0,0.0,18.0,2009-09-01 09:06:00
0.15,0.12,239.91,0.8,0.0,0.0,1.0,2008-11-08 23:26:00
1.432,0.122,242.28,5.8,0.0,0.0,19.0,2009-10-10 04:02:00
0.882,0.162,243.64,3.6,0.0,0.0,11.0,2009-11-23 06:10:00
0.278,0.126,238.52,1.4,0.0,0.0,1.0,2008-07-07 11:22:00
1.492,0.258,242.66,6.2,0.0,1.0,19.0,2007-12-06 00:04:00
0.378,0.308,244.37,2.0,0.0,2.0,0.0,2009-06-16 23:17:00
0.104,0.0,241.67,0.4,0.0,0.0,0.0,2007-08-19 13:08:00
0.154,0.0,241.27,0.6,0.0,0.0,1.0,2009-08-27 10:27:00
0.324,0.0,242.72,1.4,0.0,0.0,0.0,2009-11-01 08:48:00
0.322,0.102,242.75,1.4,0.0,0.0,0.0,2008-02-22 04:38:00
0.228,0.0,244.96,1.0,0.0,0.0,0.0,2008-02-02 05:10:00
4.622,0.104,244.34,18.8,39.0,1.0,18.0,2007-12-26 15:48:00
1.3,0.192,233.85,5.6,0.0,0.0,17.0,2007-07-25 08:05:00
1.424,0.074,240.37,5.8,0.0,0.0,18.0,2007-10-14 11:26:00
0.186,0.0,235.77,0.8,0.0,0.0,0.0,2007-11-05 00:04:00
2.25,0.498,241.15,9.4,0.0,1.0,18.0,2010-04-29 00:27:00
1.546,0.21,240.58,6.4,2.0,0.0,19.0,2008-09-14 13:35:00
1.822,0.48,243.85,7.6,0.0,1.0,19.0,2010-08-01 16:45:00
0.228,0.0,247.49,0.8,0.0,0.0,0.0,2008-03-28 02:37:00
0.156,0.0,241.77,0.6,0.0,0.0,0.0,2010-07-29 05:04:00
0.266,0.052,242.93,1.2,0.0,0.0,1.0,2010-06-19 02:31:00
0.602,0.056,243.12,2.6,0.0,0.0,0.0,2009-01-26 19:01:00
0.322,0.11,243.78,1.4,0.0,0.0,0.0,2008-03-16 04:06:00
2.448,0.122,238.56,10.2,0.0,0.0,17.0,2007-12-12 19:49:00
0.508,0.32,245.1,2.4,0.0,1.0,1.0,2010-10-23 04:59:00
0.45,0.126,244.73,1.8,0.0,0.0,1.0,2010-03-25 03:47:00
0.846,0.086,240.36,3.8,0.0,1.0,0.0,2008-09-14 15:21:00
4.976,0.086,234.16,21.2,0.0,0.0,17.0,2007-03-17 20:45:00
0.492,0.14,246.13,2.2,0.0,0.0,0.0,2007-01-23 03:43:00
2.948,0.0,235.64,13.0,30.0,0.0,1.0,2010-07-02 21:35:00
0.178,0.0,244.25,0.8,0.0,0.0,0.0,2010-04-08 22:08:00
0.592,0.0,243.13,2.4,0.0,0.0,1.0,2010-03-16 16:08:00
4.286,0.196,235.31,18.2,37.0,1.0,17.0,2008-06-27 21:19:00
0.372,0.084,247.69,1.6,0.0,1.0,0.0,2008-01-12 05:55:00
0.296,0.148,244.37,1.4,0.0,2.0,1.0,2008-05-29 00:28:00
0.214,0.0,239.44,0.8,0.0,0.0,0.0,2009-05-11 12:08:00
1.444,0.208,240.53,6.0,0.0,0.0,17.0,2007-07-13 07:55:00
1.24,0.1,233.79,5.2,0.0,0.0,16.0,2007-08-14 13:23:00
0.312,0.192,231.43,1.6,0.0,0.0,0.0,2007-07-16 10:13:00
0.754,0.072,247.44,3.2,0.0,0.0,0.0,2009-01-29 14:59:00
3.86,0.196,244.08,15.8,39.0,0.0,19.0,2009-11-18 14:44:00
0.676,0.246,244.87,3.2,0.0,0.0,0.0,2007-01-15 14:13:00
0.32,0.212,239.59,1.6,0.0,0.0,1.0,2010-07-28 14:35:00
1.044,0.08,243.9,4.4,0.0,0.0,0.0,2008-10-03 22:41:00
1.682,0.118,238.48,7.0,0.0,0.0,18.0,2010-05-23 14:42:00
0.374,0.148,245.1,1.6,0.0,0.0,1.0,2009-12-28 01:09:00
0.394,0.2,240.68,1.8,0.0,1.0,0.0,2008-10-28 05:30:00
0.55,0.0,240.47,2.4,0.0,0.0,1.0,2010-07-14 12:30:00
0.37,0.0,231.52,1.8,0.0,0.0,1.0,2008-05-29 16:58:00
0.226,0.094,236.07,1.0,0.0,1.0,1.0,2010-11-08 09:54:00
0.716,0.102,243.65,3.0,0.0,2.0,1.0,2009-11-30 10:56:00
1.522,0.096,240.94,6.2,0.0,0.0,18.0,2010-03-04 18:32:00
4.962,0.146,239.63,21.0,0.0,29.0,0.0,2010-03-13 17:15:00
1.388,0.274,234.09,6.0,0.0,1.0,18.0,2010-09-17 08:41:00
0.304,0.074,235.64,1.2,0.0,0.0,0.0,2007-01-06 02:52:00
0.844,0.098,243.88,3.4,0.0,0.0,0.0,2009-09-02 17:53:00
1.482,0.582,240.46,6.6,0.0,1.0,0.0,2009-09-12 21:09:00
0.406,0.216,242.26,1.8,0.0,2.0,0.0,2009-10-15 02:09:00
0.382,0.054,243.72,1.6,0.0,0.0,1.0,2009-09-10 22:49:00
0.394,0.216,243.45,1.8,0.0,0.0,0.0,2006-12-21 05:08:00
0.68,0.062,240.82,2.8,0.0,0.0,0.0,2008-10-30 10:11:00
1.212,0.104,234.55,5.2,0.0,0.0,17.0,2007-12-08 11:10:00
4.544,0.508,233.67,19.4,37.0,0.0,0.0,2007-01-13 10:03:00
0.668,0.078,238.54,2.8,0.0,0.0,0.0,2007-05-02 18:18:00
0.364,0.086,242.89,1.6,0.0,0.0,0.0,2008-10-24 01:29:00
0.226,0.098,238.77,1.0,0.0,2.0,1.0,2008-07-26 06:20:00
2.092,0.132,240.06,8.6,2.0,4.0,1.0,2010-03-10 20:24:00
0.288,0.052,239.77,1.2,0.0,0.0,0.0,2009-02-27 06:45:00
0.304,0.222,243.71,1.6,0.0,2.0,0.0,2010-07-17 12:33:00
5.646,0.394,235.95,24.0,44.0,1.0,17.0,2007-01-21 21:29:00
2.2,0.15,237.38,9.2,0.0,0.0,18.0,2010-11-13 13:37:00
0.234,0.096,240.53,1.0,0.0,0.0,0.0,2009-09-18 14:58:00
0.602,0.098,239.04,2.4,0.0,0.0,0.0,2008-03-03 02:56:00
1.468,0.122,239.92,6.0,0.0,0.0,19.0,2009-04-24 11:55:00
1.316,0.104,243.02,5.4,0.0,0.0,18.0,2009-02-10 15:37:00
0.332,0.098,241.17,1.4,0.0,0.0,0.0,2009-05-21 01:38:00
0.346,0.1,246.41,1.4,0.0,1.0,0.0,2009-01-24 03:11:00
0.388,0.092,240.59,1.6,0.0,0.0,0.0,2010-05-21 16:02:00
0.742,0.106,241.54,3.2,0.0,0.0,1.0,2008-06-06 16:26:00
0.212,0.102,240.21,1.0,0.0,0.0,0.0,2007-09-24 04:29:00
0.282,0.084,243.23,1.2,0.0,0.0,0.0,2007-03-11 06:48:00
4.838,0.052,235.86,20.6,2.0,32.0,17.0,2008-10-17 20:50:00
2.76,0.29,243.61,11.4,0.0,1.0,18.0,2009-01-18 16:03:00
0.322,0.062,240.07,1.4,0.0,0.0,1.0,2010-07-15 16:45:00
1.434,0.054,244.68,5.8,0.0,0.0,19.0,2010-04-02 06:15:00
0.156,0.0,241.29,0.6,0.0,0.0,1.0,2010-03-08 01:14:00
1.392,0.074,240.24,5.8,0.0,0.0,19.0,2008-07-05 07:54:00
1.296,0.178,242.07,5.4,0.0,2.0,1.0,2010-04-25 04:14:00
0.214,0.078,239.27,1.0,0.0,0.0,0.0,2008-02-09 02:23:00
0.26,0.0,241.83,1.0,0.0,0.0,1.0,2009-12-04 03:58:00
0.816,0.0,238.54,3.4,0.0,0.0,1.0,2009-06-11 21:56:00
1.06,0.066,236.07,4.6,0.0,0.0,1.0,2008-04-15 21:03:00
0.342,0.22,244.56,1.6,0.0,0.0,0.0,2008-07-21 22:39:00
1.592,0.198,237.68,6.6,0.0,0.0,18.0,2008-06-19 16:45:00
0.306,0.134,242.56,1.4,0.0,0.0,0.0,2010-06-17 09:16:00
1.608,0.114,242.13,6.6,1.0,0.0,19.0,2009-11-11 15:21:00
5.12,0.146,235.04,21.8,36.0,0.0,17.0,2009-04-23 21:15:00
0.388,0.072,244.55,1.8,0.0,0.0,0.0,2009-03-15 03:11:00
0.504,0.0,240.68,2.0,0.0,0.0,0.0,2008-01-03 04:59:00
2.858,0.0,241.63,11.8,0.0,0.0,18.0,2008-11-30 22:19:00
0.082,0.0,241.86,0.2,0.0,0.0,1.0,2008-08-24 03:28:00
0.422,0.202,242.49,1.8,0.0,1.0,1.0,2009-10-18 14:59:00
1.296,0.0,241.13,5.4,0.0,0.0,17.0,2007-05-11 11:19:00
0.082,0.0,242.17,0.2,0.0,0.0,1.0,2008-08-17 19:11:00
1.204,0.062,239.15,5.0,0.0,0.0,0.0,2007-01-10 06:42:00
1.43,0.202,241.02,6.0,0.0,1.0,18.0,2009-07-22 07:59:00
0.584,0.17,241.47,2.6,1.0,1.0,1.0,2010-10-15 13:00:00
3.478,0.0,234.24,14.8,1.0,36.0,17.0,2007-01-10 09:58:00
0.57,0.234,246.74,2.6,0.0,1.0,1.0,2010-03-11 00:54:00
3.724,0.0,240.05,15.4,0.0,0.0,17.0,2008-11-28 07:57:00
1.788,0.054,233.56,7.6,0.0,0.0,17.0,2008-12-02 10:19:00
0.248,0.05,244.05,1.0,0.0,0.0,0.0,2007-06-01 05:56:00
0.102,0.0,233.92,0.4,0.0,0.0,0.0,2007-09-08 14:40:00
1.29,0.056,240.91,5.2,0.0,0.0,18.0,2010-11-24 03:04:00
0.252,0.254,240.53,1.4,0.0,0.0,1.0,2008-09-08 08:39:00
4.238,0.17,236.0,18.0,37.0,2.0,17.0,2007-12-16 10:40:00
2.226,0.224,239.69,9.4,0.0,1.0,26.0,2010-08-04 08:16:00
1.322,0.122,236.53,5.6,0.0,0.0,17.0,2007-04-21 20:49:00
1.408,0.106,240.98,5.8,0.0,0.0,18.0,2010-03-22 15:50:00
0.148,0.048,242.44,0.6,0.0,0.0,0.0,2010-09-22 05:42:00
0.316,0.248,243.98,1.6,0.0,0.0,1.0,2009-03-08 00:13:00
0.792,0.15,239.62,3.2,0.0,0.0,0.0,2008-04-24 20:03:00
1.312,0.084,238.99,5.4,0.0,0.0,18.0,2009-06-24 14:44:00
0.154,0.0,242.14,0.6,0.0,0.0,1.0,2009-08-26 01:15:00
0.348,0.192,242.4,1.8,0.0,0.0,1.0,2010-08-23 13:25:00
0.6,0.168,243.44,2.4,0.0,0.0,1.0,2010-09-30 05:58:00
1.146,0.0,241.13,4.8,0.0,0.0,0.0,2008-12-31 09:16:00
0.406,0.05,242.74,2.0,0.0,0.0,0.0,2008-01-31 13:29:00
0.34,0.096,242.87,1.4,0.0,1.0,1.0,2009-10-30 03:43:00
0.082,0.0,242.49,0.2,0.0,0.0,0.0,2008-08-14 04:31:00
0.338,0.088,245.62,1.4,0.0,0.0,0.0,2009-10-20 05:48:00
1.51,0.21,241.01,6.2,1.0,1.0,18.0,2009-07-11 09:42:00
0.332,0.072,247.74,1.4,0.0,0.0,1.0,2010-02-15 02:54:00
1.022,0.326,241.13,4.4,0.0,2.0,1.0,2009-02-07 18:41:00
4.306,0.128,236.05,18.2,0.0,0.0,17.0,2006-12-26 09:58:00
1.002,0.272,241.93,4.2,0.0,0.0,12.0,2009-03-09 01:40:00
1.33,0.062,242.57,5.4,0.0,0.0,18.0,2009-09-02 01:38:00
1.886,0.214,241.9,7.8,0.0,0.0,19.0,2010-02-19 09:20:00
1.996,0.2,239.97,8.2,0.0,1.0,18.0,2007-03-02 16:26:00
0.31,0.112,240.16,1.4,0.0,0.0,0.0,2007-04-03 10:23:00
2.18,0.058,238.75,9.0,0.0,0.0,17.0,2008-01-29 08:22:00
1.372,0.056,239.25,5.6,0.0,2.0,19.0,2010-09-16 06:54:00
2.474,0.0,238.55,10.4,0.0,0.0,18.0,2007-12-26 12:11:00
0.406,0.082,244.27,1.6,0.0,0.0,0.0,2009-02-15 22:58:00
1.23,0.0,242.36,5.0,0.0,0.0,0.0,2007-03-26 22:50:00
0.248,0.11,239.7,1.2,0.0,2.0,1.0,2009-07-24 02:29:00
0.306,0.074,234.85,1.2,0.0,0.0,0.0,2007-07-27 14:04:00
0.776,0.32,241.5,3.4,0.0,0.0,0.0,2007-10-11 15:45:00
1.412,0.0,248.42,5.6,0.0,0.0,19.0,2009-12-25 23:32:00
6.8,0.148,230.2,29.4,1.0,0.0,17.0,2008-12-01 18:43:00
2.084,0.184,234.82,9.0,0.0,0.0,18.0,2008-06-24 07:13:00
1.31,0.046,233.13,5.6,0.0,0.0,16.0,2007-11-05 08:19:00
0.368,0.052,237.86,1.8,0.0,0.0,0.0,2007-09-18 19:38:00
0.44,0.108,245.6,2.0,0.0,0.0,0.0,2008-01-15 02:53:00
1.456,0.066,238.27,6.0,0.0,0.0,0.0,2010-05-11 18:42:00
0.32,0.084,241.69,1.4,0.0,0.0,1.0,2008-01-05 15:36:00
0.324,0.258,240.65,1.6,0.0,1.0,1.0,2009-07-27 16:17:00
0.314,0.106,241.81,1.4,0.0,1.0,0.0,2007-03-13 16:20:00
2.482,0.142,239.84,10.6,0.0,2.0,18.0,2009-04-09 20:20:00
1.444,0.084,243.68,5.8,0.0,0.0,19.0,2010-02-25 14:24:00
2.64,0.05,245.37,10.6,0.0,0.0,19.0,2008-12-27 03:31:00
1.332,0.12,237.65,5.6,0.0,0.0,18.0,2007-01-01 15:55:00
0.226,0.12,243.59,1.0,0.0,0.0,1.0,2009-08-25 13:11:00
0.19,0.106,243.09,0.8,0.0,0.0,0.0,2007-08-30 01:39:00
1.318,0.0,243.68,5.4,0.0,0.0,18.0,2009-08-02 12:09:00
0.292,0.212,240.93,1.4,0.0,1.0,0.0,2007-02-07 04:50:00
0.208,0.0,244.36,0.8,0.0,0.0,0.0,2007-10-29 04:08:00
3.39,0.0,236.52,14.2,36.0,0.0,18.0,2009-04-06 09:45:00
0.31,0.0,243.59,1.4,0.0,0.0,1.0,2009-01-12 00:24:00
0.244,0.046,241.31,1.2,0.0,0.0,1.0,2010-09-18 12:05:00
0.252,0.106,240.49,1.2,0.0,0.0,1.0,2008-09-20 14:39:00
1.388,0.072,239.11,5.8,0.0,0.0,18.0,2008-07-24 08:15:00
0.27,0.0,243.3,1.2,0.0,0.0,1.0,2010-05-20 03:59:00
1.394,0.078,236.26,5.8,0.0,2.0,17.0,2007-05-17 08:13:00
3.292,0.266,241.37,13.6,1.0,0.0,18.0,2009-06-03 21:12:00
2.742,0.272,241.3,11.4,0.0,2.0,29.0,2009-08-30 11:32:00
1.306,0.12,241.96,5.4,0.0,0.0,18.0,2009-12-07 00:13:00
0.304,0.24,239.68,1.6,0.0,1.0,1.0,2008-02-07 04:52:00
0.342,0.112,241.0,1.4,0.0,0.0,0.0,2008-02-05 05:11:00
0.39,0.26,242.4,2.0,0.0,0.0,1.0,2008-08-07 20:31:00
0.328,0.092,241.87,1.4,0.0,0.0,0.0,2007-09-02 00:32:00
1.336,0.0,241.15,5.4,0.0,0.0,19.0,2010-06-25 11:41:00
0.35,0.102,236.28,1.6,0.0,0.0,0.0,2007-07-21 22:16:00
0.962,0.29,241.17,4.2,0.0,0.0,1.0,2009-08-25 07:35:00
0.122,0.0,243.68,0.6,0.0,0.0,0.0,2007-06-18 15:12:00
0.282,0.076,247.12,1.2,0.0,0.0,0.0,2008-12-29 16:08:00
0.38,0.122,246.72,1.6,0.0,0.0,0.0,2008-12-17 16:23:00
1.664,0.054,244.84,6.8,1.0,0.0,18.0,2009-03-01 21:12:00
1.572,0.314,235.66,6.8,0.0,2.0,0.0,2007-05-11 20:25:00
0.63,0.0,247.27,2.4,0.0,0.0,0.0,2009-01-14 17:06:00
2.644,0.05,233.27,11.4,0.0,0.0,0.0,2008-01-13 18:06:00
1.414,0.32,238.99,6.0,0.0,1.0,17.0,2007-07-07 08:54:00
0.21,0.09,243.14,0.8,0.0,0.0,1.0,2009-06-18 12:38:00
1.424,0.076,241.08,5.8,0.0,1.0,19.0,2010-04-22 17:22:00
1.414,0.07,244.19,5.8,0.0,0.0,18.0,2008-12-21 00:55:00
1.574,0.11,239.74,6.6,0.0,0.0,18.0,2009-01-05 16:56:00
3.79,0.286,238.3,15.8,0.0,0.0,18.0,2008-03-05 00:49:00
0.348,0.144,244.33,1.4,0.0,0.0,1.0,2010-03-19 16:27:00
0.212,0.0,237.14,0.8,0.0,0.0,0.0,2007-05-18 01:31:00
2.602,0.114,238.32,10.8,37.0,0.0,0.0,2009-01-05 22:09:00
3.544,0.072,235.6,15.0,37.0,0.0,17.0,2009-02-13 09:57:00
0.888,0.286,242.71,3.8,0.0,0.0,11.0,2010-11-06 03:25:00
1.298,0.068,241.49,5.4,0.0,0.0,18.0,2010-11-19 10:18:00
0.248,0.0,246.01,1.0,0.0,0.0,1.0,2010-08-01 01:57:00
0.326,0.058,241.21,1.4,0.0,0.0,1.0,2010-02-19 00:11:00
0.2,0.1,241.53,1.0,0.0,0.0,0.0,2007-07-09 15:01:00
0.326,0.084,241.82,1.4,0.0,2.0,1.0,2009-05-15 14:09:00
0.266,0.0,245.34,1.2,0.0,0.0,0.0,2008-02-16 03:25:00
0.252,0.0,241.33,1.0,0.0,0.0,1.0,2009-07-05 03:45:00
0.316,0.214,233.83,1.6,0.0,0.0,0.0,2007-12-05 07:09:00
0.346,0.122,242.58,1.4,0.0,0.0,0.0,2008-03-05 19:11:00
0.386,0.0,240.85,1.8,0.0,0.0,0.0,2008-04-03 11:46:00
0.248,0.0,243.99,1.0,0.0,0.0,1.0,2010-12-03 03:50:00
0.158,0.0,240.31,0.6,0.0,0.0,1.0,2010-08-08 20:47:00
0.216,0.074,242.61,1.0,0.0,1.0,1.0,2010-09-15 10:39:00
